UniqueID,Org,AucID,AucZac,AucKon,AucNazov1,AucVal,Porovnávacia cena,VitaznaPonuka,Mena,PocetPozvanok,PocetAktivnychUcast,Vitaz,AucTypUpresnenie,Kateg,Subkateg,PocetItems,PocetZmienPonuk,PocetPredlzeni,Stat,MinKrokZnizPercenta,HistoryDealsInCategory,HistoryDealsWithVitaz,MoneySpentSoFarInCategory,MoneySpentSoFarWithVitaz,Relativna Uspora
1104-50-1965,50,1965,2020-01-20 07:30:00,2020-01-21 12:38:00,Tender 141I,Multikriteriální hodnocení,327600.0,290700.0,EUR,1,3.0,7972,ERMMA,"Hutní materiál, kovy a slitiny","Kovy, slitiny, nerez a odlitky",1,126.0,112,,0.1,19,2,9345133.4,409366.8,0.11263736263736264
1104-50-1969,50,1969,2020-01-28 12:00:00,2020-01-29 11:15:00,Tender 141J,Multikriteriální hodnocení,12474.0,14178.0,EUR,2,3.0,7972,ERMMA,"Hutní materiál, kovy a slitiny","Kovy, slitiny, nerez a odlitky",1,3.0,0,,0.1,20,3,9359311.4,423544.8,-0.13660413660413662
1104-50-1895,50,1895,2018-05-25 11:00:00,2018-05-29 10:15:00,Tender IN 713LC,Multikriteriální hodnocení,18982.9,21120.0,EUR,4,2.0,7973,ERMMA,"Hutní materiál, kovy a slitiny","Kovy, slitiny, nerez a odlitky",1,5.0,0,,0.1,21,1,9380431.4,21120.0,-0.11258026961107093
1104-50-1929,50,1929,2019-02-22 10:30:00,2019-02-25 10:15:00,Tender MAR M 24,Multikriteriální hodnocení,54810.0,51168.0,EUR,4,2.0,7992,ERMMA,"Hutní materiál, kovy a slitiny","Kovy, slitiny, nerez a odlitky",1,2.0,0,,0.1,22,1,9431599.4,51168.0,0.06644772851669403
1104-50-1930,50,1930,2019-02-25 11:00:00,2019-02-27 10:15:00,Tender CoCrMo a,Multikriteriální hodnocení,25890.48,38470.88,EUR,2,2.0,7992,ERMMA,"Hutní materiál, kovy a slitiny","Kovy, slitiny, nerez a odlitky",1,2.0,0,,0.1,23,2,9470070.28,89638.88,-0.48590833387407256
1104-50-1953,50,1953,2019-11-14 06:30:00,2019-11-19 10:15:00,Tender-dimpled ,Multikriteriální hodnocení,59819.2,44814.0,EUR,2,2.0,7999,ERMMA,"Hutní materiál, kovy a slitiny","Kovy, slitiny, nerez a odlitky",1,2.0,0,,0.1,24,1,9514884.28,44814.0,0.25084253885040253
1104-50-1925,50,1925,2019-01-14 12:30:00,2019-01-14 14:30:00,Export Velká Bí,Celková nabídka účastníka,3287.04,2156.0,EUR,8,3.0,7860,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,3.0,0,,0.0,1,1,2156.0,2156.0,0.3440907320872274
1104-50-1974,50,1974,2020-04-23 10:00:00,2020-04-23 13:00:00,Export Velká Bí,Celková nabídka účastníka,1199.1,589.56,EUR,18,5.0,7860,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,35.0,0,,0.0,2,2,2745.56,2745.56,0.5083312484363273
1104-50-1880,50,1880,2018-01-12 09:00:00,2018-01-12 13:00:00,Export Velká Bí,Celková nabídka účastníka,1339.0,828.2,EUR,5,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,2.0,0,,0.1,3,1,3573.76,828.2,0.38147871545929796
1104-50-1883,50,1883,2018-02-07 08:00:00,2018-02-07 13:00:00,Export Velká Bí,Celková nabídka účastníka,1248.0,863.55,EUR,8,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,3.0,0,,0.0,4,2,4437.31,1691.75,0.30805288461538466
1104-50-1885,50,1885,2018-03-09 11:00:00,2018-03-09 14:00:00,Export Velká Bí,Celková nabídka účastníka,1365.0,1060.8,EUR,8,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,3.0,0,,0.0,5,3,5498.11,2752.55,0.2228571428571429
1104-50-1887,50,1887,2018-04-03 12:30:00,2018-04-03 14:00:00,Export Velká Bí,Celková nabídka účastníka,1274.0,1302.9,EUR,4,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,3.0,0,,0.0,6,4,6801.01,4055.45,-0.022684458398744185
1104-50-1888,50,1888,2018-04-09 11:00:00,2018-04-09 14:00:00,Export Velká Bí,Celková nabídka účastníka,1326.0,891.0,EUR,6,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,2.0,0,,0.0,7,5,7692.01,4946.45,0.32805429864253394
1104-50-1894,50,1894,2018-05-22 11:30:00,2018-05-22 14:00:00,Export Velká Bí,Celková nabídka účastníka,1339.0,1045.2,EUR,9,4.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,8.0,0,,0.0,8,6,8737.21,5991.65,0.21941747572815531
1104-50-1897,50,1897,2018-06-26 14:00:00,2018-06-27 10:00:00,Export Velká Bí,Celková nabídka účastníka,1235.0,1025.1,EUR,10,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,2.0,0,,0.0,9,7,9762.31,7016.75,0.16995951417004057
1104-50-1901,50,1901,2018-07-17 08:30:00,2018-07-17 14:00:00,Export Velká Bí,Celková nabídka účastníka,1313.0,1050.6,EUR,8,1.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,1.0,0,,0.0,10,8,10812.91,8067.35,0.1998476770753999
1104-50-1902,50,1902,2018-07-19 10:00:00,2018-07-19 14:00:00,Export Velká Bí,Celková nabídka účastníka,1352.0,663.0,EUR,12,1.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,1.0,0,,0.0,11,9,11475.91,8730.35,0.5096153846153846
1104-50-1903,50,1903,2018-08-16 15:00:00,2018-08-17 09:00:00,Export Velká Bí,Celková nabídka účastníka,1326.0,853.6,EUR,12,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,9.0,0,,0.0,12,10,12329.51,9583.95,0.3562594268476621
1104-50-1906,50,1906,2018-09-03 07:30:00,2018-09-03 12:00:00,Export Velká Bí,Celková nabídka účastníka,1248.0,1183.05,EUR,8,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,2.0,0,,0.0,13,11,13512.56,10767.0,0.05204326923076927
1104-50-1907,50,1907,2018-09-18 10:30:00,2018-09-19 12:00:00,Export Velká Bí,Celková nabídka účastníka,1261.0,903.0,EUR,11,1.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,1.0,0,,0.0,14,12,14415.56,11670.0,0.2839016653449643
1104-50-1908,50,1908,2018-09-27 10:30:00,2018-09-27 15:00:00,Export Velká Bí,Celková nabídka účastníka,1300.0,892.8,EUR,8,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,8.0,0,,0.0,15,13,15308.36,12562.8,0.31323076923076926
1104-50-1910,50,1910,2018-10-22 13:30:00,2018-10-23 09:00:00,Export Velká Bí,Celková nabídka účastníka,1274.0,926.35,EUR,9,1.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,1.0,0,,0.0,16,14,16234.71,13489.15,0.27288069073783355
1104-50-1926,50,1926,2019-01-25 12:30:00,2019-01-25 14:30:00,Export Velká Bí,Celková nabídka účastníka,1883.97,1081.2,EUR,10,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,2.0,0,,0.0,17,15,17315.91,14570.35,0.42610551123425533
1104-50-1927,50,1927,2019-02-12 10:00:00,2019-02-12 14:30:00,Export Velká Bí,Celková nabídka účastníka,2282.42,1254.4,EUR,12,3.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,22.0,0,,0.0,18,16,18570.31,15824.75,0.4504079003864319
1104-50-1932,50,1932,2019-02-28 08:30:00,2019-02-28 13:30:00,Export Velká Bí,Celková nabídka účastníka,775.17,950.0,EUR,12,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,16.0,0,,0.0,19,17,19520.31,16774.75,-0.22553762400505703
1104-50-1933,50,1933,2019-03-05 11:00:00,2019-03-05 14:00:00,Export Velká Bí,Celková nabídka účastníka,2591.0,2244.0,EUR,8,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,17.0,0,,0.0,20,18,21764.31,19018.75,0.1339251254341953
1104-50-1936,50,1936,2019-03-19 11:00:00,2019-03-19 14:30:00,Export Velká Bí,Celková nabídka účastníka,2049.84,2037.0,EUR,12,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,2.0,0,,0.0,21,19,23801.31,21055.75,0.006263903524177567
1104-50-1937,50,1937,2019-03-28 13:00:00,2019-03-28 15:00:00,Export Velká Bí,Celková nabídka účastníka,2481.4,1776.0,EUR,12,1.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,2.0,0,,0.0,22,20,25577.31,22831.75,0.28427500604497463
1104-50-1939,50,1939,2019-04-17 11:00:00,2019-04-17 14:00:00,Export Velká Bí,Celková nabídka účastníka,2547.96,1658.16,EUR,8,1.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,1.0,0,,0.0,23,21,27235.47,24489.91,0.34922055291291854
1104-50-1940,50,1940,2019-05-06 12:30:00,2019-05-06 15:00:00,Export Velká Bí,Celková nabídka účastníka,2974.3,2808.0,EUR,14,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,3.0,0,,0.0,24,22,30043.47,27297.91,0.05591231550280744
1104-50-1941,50,1941,2019-05-29 07:30:00,2019-05-29 10:00:00,Export Velká Bí,Celková nabídka účastníka,3949.1,2907.0,EUR,11,1.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,1.0,0,,0.0,25,23,32950.47,30204.91,0.2638829100301334
1104-50-1944,50,1944,2019-06-24 08:30:00,2019-06-24 13:00:00,Export Velká Bí,Celková nabídka účastníka,3708.0,2835.0,EUR,13,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,2.0,0,,0.0,26,24,35785.47,33039.91,0.2354368932038835
1104-50-1945,50,1945,2019-07-01 09:30:00,2019-07-01 13:00:00,Export Velká Bí,Celková nabídka účastníka,1020.44,945.7,EUR,10,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,2.0,0,,0.0,27,25,36731.17,33985.61,0.07324291482105759
1104-50-1946,50,1946,2019-07-23 09:30:00,2019-07-23 13:00:00,Export Velká Bí,Celková nabídka účastníka,3222.96,2028.0,EUR,14,2.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,13.0,0,,0.0,28,26,38759.17,36013.61,0.37076476282671833
1104-50-1948,50,1948,2019-08-30 08:30:00,2019-08-30 12:00:00,Export Velká Bí,Celková nabídka účastníka,768.56,817.0,EUR,12,4.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,4.0,0,,0.0,29,27,39576.17,36830.61,-0.06302695950869165
1104-50-1950,50,1950,2019-09-25 07:30:00,2019-09-25 10:00:00,Export Velká Bí,Celková nabídka účastníka,2862.37,2016.0,EUR,13,3.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,5.0,0,,0.0,30,28,41592.17,38846.61,0.29568853782005816
1104-50-1952,50,1952,2019-10-24 10:00:00,2019-10-24 13:00:00,Export Velká Bí,Celková nabídka účastníka,3877.65,3007.0,EUR,13,1.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,1.0,0,,0.0,31,29,44599.17,41853.61,0.2245303211996957
1104-50-1958,50,1958,2019-11-28 07:00:00,2019-11-28 10:00:00,Export Velká Bí,Celková nabídka účastníka,670.08,989.8,EUR,14,1.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,1.0,0,,0.0,32,30,45588.97,42843.41,-0.47713705826169994
1104-50-1957,50,1957,2019-11-28 07:00:00,2019-11-28 10:00:00,Export Velká Bí,Celková nabídka účastníka,4243.01,2976.0,EUR,13,1.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,1.0,0,,0.0,33,31,48564.97,45819.41,0.298611127477899
1104-50-1961,50,1961,2020-01-06 11:30:00,2020-01-07 10:00:00,Export Velká Bí,Celková nabídka účastníka,2749.23,1720.0,EUR,15,5.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,33.0,0,,0.0,34,32,50284.97,47539.41,0.3743702782233571
1104-50-1972,50,1972,2020-02-24 13:00:00,2020-02-25 08:00:00,Export Velká Bí,Celková nabídka účastníka,1738.0,989.4,EUR,17,3.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,4.0,0,,0.0,35,33,51274.37,48528.81,0.4307249712313004
1104-50-1979,50,1979,2020-06-04 07:30:00,2020-06-04 12:00:00,Export Velká Bí,Celková nabídka účastníka,2295.0,1123.2,EUR,18,5.0,7861,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,22.0,0,,0.0,36,34,52397.57,49652.01,0.5105882352941177
1104-50-1876,50,1876,2017-11-21 16:00:00,2017-11-22 14:00:00,Export Velká Bí,Celková nabídka účastníka,1274.0,933.57,EUR,7,1.0,7862,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,1.0,0,,0.1,37,1,53331.14,933.57,0.26721350078492934
1104-50-1878,50,1878,2017-12-06 09:00:00,2017-12-06 14:00:00,Export Velká Bí,Celková nabídka účastníka,1248.0,906.4,EUR,5,2.0,7862,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,2.0,0,,0.1,38,2,54237.54,1839.97,0.27371794871794874
1104-50-1881,50,1881,2018-01-23 13:00:00,2018-01-23 15:00:00,Export Velká Bí,Celková nabídka účastníka,1313.0,831.04,EUR,7,2.0,7862,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,14.0,0,,0.1,39,3,55068.58,2671.01,0.3670677837014471
1104-50-1884,50,1884,2018-02-19 08:00:00,2018-02-19 12:00:00,Export Velká Bí,Celková nabídka účastníka,1287.0,798.25,EUR,7,2.0,7862,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,8.0,0,,0.0,40,4,55866.83,3469.26,0.37975912975912973
1104-50-1970,50,1970,2020-02-06 08:30:00,2020-02-06 12:00:00,Export Velká Bí,Celková nabídka účastníka,1144.6,768.0,EUR,13,5.0,7862,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,8.0,0,,0.0,41,5,56634.83,4237.26,0.32902323955967144
1104-50-1973,50,1973,2020-03-25 14:00:00,2020-03-25 20:00:00,Export Velká Bí,Celková nabídka účastníka,2201.85,1240.0,EUR,17,6.0,7862,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,9.0,0,,0.0,42,6,57874.83,5477.26,0.4368372050775484
1104-50-1890,50,1890,2018-04-19 06:30:00,2018-04-19 14:00:00,Export Velká Bí,Celková nabídka účastníka,1365.0,780.0,EUR,7,3.0,7934,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,7.0,0,,0.0,43,1,58654.83,780.0,0.42857142857142855
1104-50-1892,50,1892,2018-05-02 14:30:00,2018-05-03 11:00:00,Export Velká Bí,Celková nabídka účastníka,1313.0,997.5,EUR,11,5.0,7934,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,6.0,0,,0.0,44,2,59652.33,1777.5,0.2402894135567403
1104-50-1896,50,1896,2018-06-07 08:00:00,2018-06-07 12:00:00,Export Velká Bí,Celková nabídka účastníka,1300.0,862.4,EUR,8,4.0,7934,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,34.0,0,,0.0,45,3,60514.73,2639.9,0.33661538461538465
1104-50-1947,50,1947,2019-08-26 09:00:00,2019-08-26 13:00:00,Export Velká Bí,Celková nabídka účastníka,1759.4,762.3,EUR,15,4.0,7970,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,16.0,0,,0.0,46,1,61277.03,762.3,0.5667272933954758
1104-50-1966,50,1966,2020-01-22 12:00:00,2020-01-23 09:00:00,Export Velká Bí,Celková nabídka účastníka,1205.94,860.0,EUR,12,5.0,7996,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,8.0,0,,0.0,47,1,62137.03,860.0,0.28686335970280447
1104-50-1971,50,1971,2020-02-13 08:00:00,2020-02-13 11:00:00,Export Velká Bí,Celková nabídka účastníka,738.51,546.0,EUR,17,4.0,8003,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,9.0,0,,0.0,48,1,62683.03,546.0,0.2606735183003615
1104-50-1977,50,1977,2020-05-25 14:00:00,2020-05-26 10:00:00,Export Velká Bí,Celková nabídka účastníka,269.28,413.09,EUR,15,5.0,8004,poptavka,"Dopravní služby, auto-moto a příslušenství",Nákladní automobily,1,38.0,0,,0.0,49,1,63096.12,413.09,-0.5340537730243613
1104-50-1886,50,1886,2018-03-19 12:00:00,2018-03-28 09:04:00,Přívod k trafu ,Jednotlivé položky,606000.0,350200.0,CZK,6,2.0,7849,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",1,24.0,7,,0.0,1,1,350200.0,350200.0,0.42211221122112214
1104-50-1874,50,1874,2017-10-17 12:00:00,2017-10-19 09:00:00,Fasáda kotelny ,Jednotlivé položky,1818000.0,1519050.0,CZK,4,3.0,7850,ERMMA,Stavebnictví,"Stavební práce, rekonstrukce a revitalizace",2,17.0,5,,0.0,2,1,1869250.0,1519050.0,0.16443894389438943
1104-50-1913,50,1913,2018-11-12 13:00:00,2018-11-14 09:15:00,Výměna transfor,Multikriteriální hodnocení,676000.0,656000.0,CZK,6,4.0,7977,ERMMA,"Elektro, elektromateriál",Transformátory,1,4.0,0,,0.5,1,1,656000.0,656000.0,0.029585798816568046
1105-60-2316,60,2316,2018-01-08 12:00:00,2018-01-12 09:00:00,Dřevěné obaly,Celková nabídka účastníka,4722018.08,5246664.39,CZK,14,3.0,7040,poptavka,Obaly,Dřevěné obaly a palety,8,22.0,0,,0.0,1,1,5246664.39,5246664.39,-0.11110637467106005
1105-60-2511,60,2511,2018-05-18 10:00:00,2018-05-28 10:00:00,Propojení datov,Celková nabídka účastníka,570418.8,280500.0,CZK,8,3.0,10093,poptavka,"Elektro, elektromateriál",Elektroinstalační práce,1,3.0,0,,0.1,4,1,3562470.0,280500.0,0.5082560392469533
1105-60-3011,60,3011,2019-08-02 13:00:00,2019-08-06 13:00:00,LCD MONITORY 24,Jednotlivé položky,94050.0,83704.5,CZK,18,5.0,5608,poptavka,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,2,6.0,0,,0.1,2,1,100415.7,83704.5,0.11
1105-60-2378,60,2378,2018-02-27 08:00:00,2018-03-02 08:00:00,Monitory 24&quo,Jednotlivé položky,13488.0,11430.75,CZK,6,5.0,7889,poptavka,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,1,5.0,0,,0.1,4,1,131945.45,11430.75,0.15252446619217083
1105-60-2438,60,2438,2018-04-04 10:30:00,2018-04-07 10:30:00,"Interní disk 3,",Celková nabídka účastníka,8080.0,4977.0,CZK,12,6.0,7889,poptavka,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,1,23.0,0,,0.1,5,2,136922.45,16407.75,0.38403465346534654
1105-60-2484,60,2484,2018-04-26 08:30:00,2018-04-30 08:00:00,Tiskárny,Jednotlivé položky,7608.96,7072.0,CZK,7,5.0,9068,poptavka,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,1,6.0,0,,0.1,9,3,174503.635,32333.0,0.07056943393052402
1105-60-2346,60,2346,2018-01-29 14:30:00,2018-02-02 14:29:00,MacBook Pro,Jednotlivé položky,47380.0,45513.76,CZK,8,5.0,9890,poptavka,"Počítače, IT a telekomunikační služby",Hardware a příslušenství,2,11.0,0,,0.1,10,1,220017.395,45513.76,0.03938877163360063
1105-60-2943,60,2943,2019-05-14 08:49:00,2019-05-15 10:00:00,Tyč kruhová taž,Jednotlivé položky,11213.88,10262.6,CZK,41,4.0,5172,poptavka,"Hutní materiál, kovy a slitiny","Kovy, slitiny, nerez a odlitky",1,4.0,0,,0.0,1,7,10262.6,92387.75,0.08483058495364663
1105-60-2737,60,2737,2018-11-08 08:00:00,2018-11-14 13:00:00,STOLY A ŽIDLE d,Jednotlivé položky,81614.11,69545.12,CZK,14,3.0,7931,poptavka,Kancelář,Nábytek,3,9.0,0,,0.1,1,1,69545.12,69545.12,0.14787871852060883
1105-60-2852,60,2852,2019-03-01 16:00:00,2019-03-06 16:00:00,KANCELÁŘSKÝ NÁB,Jednotlivé položky,23372.28,23496.7823,CZK,21,2.0,7931,poptavka,Kancelář,Nábytek,1,3.0,0,,0.1,2,2,93041.9023,93041.9023,-0.005326921464230281
1105-60-2382,60,2382,2018-02-27 10:00:00,2018-03-09 10:00:00,Elektromagnetic,Celková nabídka účastníka,259518.6,211640.8,CZK,14,4.0,9886,poptavka,"Stroje, zařízení, nástroje, nářadí",Náhradní díly,1,6.0,0,,0.1,1,1,211640.8,211640.8,0.18448696933476066
1105-60-2335,60,2335,2018-01-24 11:00:00,2018-01-26 11:25:00,Nástroje pro ob,Jednotlivé položky,80820.896,22591.513400000003,CZK,27,7.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,19,90.0,0,,0.1,2,1,33074.71340000001,22591.513400000003,0.7204743510886095
1105-60-2381,60,2381,2018-02-27 12:00:00,2018-03-02 14:00:00,Nástroje pro ob,Jednotlivé položky,74338.407,722.6752,CZK,26,7.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,11,35.0,0,,0.1,3,2,33797.388600000006,23314.188600000005,0.9902785756493275
1105-60-2388,60,2388,2018-03-02 10:00:00,2018-03-05 15:00:00,Nástroje pro ob,Jednotlivé položky,53993.1,27144.414,CZK,25,4.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,6,10.0,0,,0.1,4,3,60941.80260000001,50458.602600000006,0.49726142784911403
1105-60-2397,60,2397,2018-03-08 15:00:00,2018-03-12 15:00:00,Nástroje pro ob,Jednotlivé položky,20183.1,5829.8240000000005,CZK,28,7.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,16,89.0,0,,0.1,5,4,66771.6266,56288.426600000006,0.7111531925224569
1105-60-2407,60,2407,2018-03-14 11:00:00,2018-03-16 12:00:00,Nástroje pro ob,Jednotlivé položky,16348.38,8003.4075,CZK,25,6.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,14,85.0,0,,0.1,6,5,74775.0341,64291.83410000001,0.5104464479049301
1105-60-2469,60,2469,2018-04-23 12:00:00,2018-04-25 14:00:00,Nástroje pro ob,Jednotlivé položky,55624.4,4968.96,CZK,31,8.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,10,31.0,0,,0.1,8,7,90355.7941,79872.5941,0.9106694184566485
1105-60-2573,60,2573,2018-07-03 12:00:00,2018-07-09 09:00:00,Nástroje pro ob,Jednotlivé položky,77204.22839999999,27687.0,CZK,30,6.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,12,29.0,0,,0.1,10,9,120143.9941,109660.7941,0.6413797459829286
1105-60-2644,60,2644,2018-09-10 12:00:00,2018-09-12 14:00:00,Nástroje pro ob,Jednotlivé položky,76780.32,51900.48,CZK,38,3.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,6,18.0,0,,0.1,11,10,172044.4741,161561.2741,0.3240392850667984
1105-60-2668,60,2668,2018-09-19 11:00:00,2018-09-21 14:00:00,Nástroje pro ob,Jednotlivé položky,16369.0,6890.5,CZK,38,6.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,5,21.0,0,,0.1,12,11,178934.9741,168451.7741,0.5790518663327021
1105-60-2961,60,2961,2019-06-05 09:00:00,2019-06-07 13:23:00,Nástroje pro ob,Jednotlivé položky,56577.6,6076.98,CZK,46,9.0,5227,poptavka,"Stroje, zařízení, nástroje, nářadí",Nářadí a nástroje,9,44.0,0,,0.1,14,13,200697.9541,190214.7541,0.8925903537795876
